run number,gen number,min,avg,max
5,31,1,10.01,11
5,32,1,10.0,10
5,33,1,10.0,10
5,34,1,10.01,11
5,35,1,10.0,10
5,36,1,10.01,11
5,37,1,10.0,10
5,38,1,10.0,10
5,39,1,10.0,10
5,40,1,10.0,10
5,41,1,10.0,10
5,42,1,10.0,10
5,43,1,10.0,10
5,44,1,10.0,10
5,45,1,10.0,10
5,46,1,10.0,10
5,47,1,10.0,10
5,48,1,10.0,10
5,49,1,10.0,10
5,50,1,10.0,10
5,51,1,10.0,10
5,52,1,10.01,11
5,53,1,10.01,11
5,54,1,10.0,10
5,55,1,10.0,10
5,56,1,10.0,10
5,57,1,10.0,10
5,58,1,10.0,10
5,59,1,10.0,10
5,60,1,10.0,10
5,61,1,10.0,10
5,62,1,10.0,10
5,63,1,10.0,10
5,64,1,10.0,10
5,65,1,10.63,73
5,66,1,10.0,10
5,67,1,10.0,10
5,68,1,10.0,10
5,69,1,10.0,10
5,70,1,10.0,10
5,71,1,10.0,10
5,72,1,10.0,10
5,73,1,10.0,10
5,74,1,10.0,10
5,75,1,10.0,10
5,76,1,10.0,10
5,77,1,10.0,10
5,78,1,10.0,10
5,79,1,10.0,10
5,80,1,10.0,10
5,81,1,10.0,10
5,82,1,10.0,10
5,83,1,10.0,10
5,84,1,10.0,10
5,85,1,10.0,10
5,86,1,10.0,10
5,87,1,10.0,10
5,88,1,10.01,11
5,89,1,10.0,10
5,90,1,10.0,10
5,91,1,10.0,10
5,92,1,10.0,10
5,93,1,10.0,10
5,94,1,10.0,10
5,95,1,10.0,10
5,96,1,10.0,10
5,97,1,10.86,96
5,98,1,10.62,72
5,99,1,10.0,10
6,0,1,6.16,9
6,1,1,7.51,11
6,2,1,9.27,81
6,3,1,9.4,10
6,4,1,10.12,53
6,5,1,9.92,11
6,6,1,9.96,10
6,7,1,10.0,10
6,8,1,10.0,10
6,9,1,10.01,11
6,10,1,10.0,10
6,11,1,10.0,10
6,12,1,10.0,10
6,13,1,10.0,10
6,14,1,10.0,10
6,15,1,10.0,10
6,16,1,10.0,10
6,17,1,10.0,10
6,18,1,10.0,10
6,19,1,10.0,10
6,20,1,10.0,10
6,21,1,10.0,10
6,22,1,10.0,10
6,23,1,10.0,10
6,24,1,10.0,10
6,25,1,10.0,10
6,26,1,10.0,10
6,27,1,10.0,10
6,28,1,10.0,10
6,29,1,10.0,10
6,30,1,10.0,10
6,31,1,10.0,10
6,32,1,10.0,10
6,33,1,10.0,10
6,34,1,10.01,11
6,35,1,10.0,10
6,36,1,10.0,10
6,37,1,10.0,10
6,38,1,10.0,10
6,39,1,10.0,10
6,40,1,10.0,10
6,41,1,10.0,10
6,42,1,10.0,10
6,43,1,10.0,10
6,44,1,10.0,10
6,45,1,10.0,10
6,46,1,10.0,10
6,47,1,10.0,10
6,48,1,10.0,10
6,49,1,10.0,10
6,50,1,10.0,10
6,51,1,10.0,10
6,52,1,10.0,10
6,53,1,10.0,10
6,54,1,10.0,10
6,55,1,10.0,10
6,56,1,10.0,10
6,57,1,10.0,10
6,58,1,10.0,10
6,59,1,10.0,10
6,60,1,10.0,10
6,61,1,10.0,10
6,62,1,10.0,10
6,63,1,10.0,10
6,64,1,10.0,10
6,65,1,10.01,11
6,66,1,10.0,10
6,67,1,10.0,10
6,68,1,10.0,10
6,69,1,10.01,11
6,70,1,10.0,10
6,71,1,10.01,11
6,72,1,10.0,10
6,73,1,10.01,11
6,74,1,10.0,10
6,75,1,10.0,10
6,76,1,10.0,10
6,77,1,10.0,10
6,78,1,10.0,10
6,79,1,10.0,10
6,80,1,10.0,10
6,81,1,10.0,10
6,82,1,10.0,10
6,83,1,10.0,10
6,84,1,10.0,10
6,85,1,10.0,10
6,86,1,10.01,11
6,87,1,10.0,10
6,88,1,10.0,10
6,89,1,10.0,10
6,90,1,10.01,11
6,91,1,10.0,10
6,92,1,10.0,10
6,93,1,10.0,10
6,94,1,10.0,10
6,95,1,10.0,10
6,96,1,10.0,10
6,97,1,10.0,10
6,98,1,10.0,10
6,99,1,10.0,10
7,0,1,6.2,9
7,1,1,7.37,10
7,2,1,8.41,11
7,3,1,8.85,10
7,4,1,9.58,10
7,5,1,9.77,10
7,6,1,9.92,10
7,7,1,9.95,10
7,8,1,10.0,10
7,9,1,10.0,10
7,10,1,10.0,10
7,11,1,10.0,10
7,12,1,10.0,10
7,13,1,10.0,10
7,14,1,10.0,10
7,15,1,10.0,10
7,16,1,10.0,10
7,17,1,10.0,10
7,18,1,10.0,10
7,19,1,10.0,10
7,20,1,10.71,81
7,21,1,10.01,11
7,22,1,10.01,11
7,23,1,10.0,10
7,24,1,10.0,10
7,25,1,10.74,84
7,26,1,10.0,10
7,27,1,10.49,59
7,28,1,10.0,10
7,29,1,10.0,10
7,30,1,10.0,10
7,31,1,10.0,10
7,32,1,10.0,10
7,33,1,10.0,10
7,34,1,10.0,10
7,35,1,10.0,10
7,36,1,10.0,10
7,37,1,10.0,10
7,38,1,10.0,10
7,39,1,10.0,10
7,40,1,10.0,10
7,41,1,10.0,10
7,42,1,10.0,10
7,43,1,10.0,10
7,44,1,10.0,10
7,45,1,10.0,10
7,46,1,10.0,10
7,47,1,10.0,10
7,48,1,10.0,10
7,49,1,10.01,11
7,50,1,10.01,11
7,51,1,10.02,12
7,52,1,10.0,10
7,53,1,10.0,10
7,54,1,10.0,10
7,55,1,10.0,10
7,56,1,10.0,10
7,57,1,10.0,10
7,58,1,10.0,10
7,59,1,10.0,10
7,60,1,10.0,10
7,61,1,10.0,10
7,62,1,10.0,10
7,63,1,10.0,10
7,64,1,10.0,10
7,65,1,10.0,10
7,66,1,10.0,10
7,67,1,10.0,10
7,68,1,10.0,10
7,69,1,10.0,10
7,70,1,10.0,10
7,71,1,10.0,10
7,72,1,10.0,10
7,73,1,10.0,10
7,74,1,10.0,10
7,75,1,10.0,10
7,76,1,10.0,10
7,77,1,10.0,10
7,78,1,10.0,10
7,79,1,10.0,10
7,80,1,10.0,10
7,81,1,10.0,10
7,82,1,10.01,11
7,83,1,10.0,10
7,84,1,10.0,10
7,85,1,10.0,10
7,86,1,10.0,10
7,87,1,10.01,11
7,88,1,10.01,11
7,89,1,10.0,10
7,90,1,10.0,10
7,91,1,10.86,96
7,92,1,10.0,10
7,93,1,10.0,10
7,94,1,10.0,10
7,95,1,10.0,10
7,96,1,10.0,10
7,97,1,10.0,10
7,98,1,10.0,10
7,99,1,10.0,10
8,0,1,6.37,9
8,1,1,7.72,9
8,2,1,8.57,9
8,3,1,8.78,10
8,4,1,8.89,9
8,5,1,8.92,9
8,6,1,8.95,10
8,7,1,9.01,10
8,8,1,9.01,10
8,9,1,9.01,10
8,10,1,9.01,10
8,11,1,9.01,10
8,12,1,9.0,9
8,13,1,9.0,9
8,14,1,9.0,9
8,15,1,9.0,9
8,16,1,9.01,10
8,17,1,9.0,9
8,18,1,9.0,9
8,19,1,9.0,9
8,20,1,9.0,9
8,21,1,9.01,10
8,22,1,9.0,9
8,23,1,9.02,11
8,24,1,9.03,10
8,25,1,9.17,10
8,26,1,9.52,10
8,27,1,9.78,10
8,28,1,9.91,11
8,29,1,9.97,10
8,30,1,9.99,10
8,31,1,9.99,10
8,32,1,9.99,10
8,33,1,9.99,10
8,34,1,9.98,10
8,35,1,9.98,10
8,36,1,9.99,10
8,37,1,10.0,10
8,38,1,10.0,10
8,39,1,10.0,10
8,40,1,10.0,10
8,41,1,10.0,10
8,42,1,10.6,70
8,43,1,10.0,10
8,44,1,10.0,10
8,45,1,10.0,10
8,46,1,10.01,11
8,47,1,10.0,10
8,48,1,10.0,10
8,49,1,10.0,10
8,50,1,10.0,10
8,51,1,10.0,10
8,52,1,10.0,10
8,53,1,10.0,10
8,54,1,10.0,10
8,55,1,10.0,10
8,56,1,10.0,10
8,57,1,10.0,10
8,58,1,10.0,10
8,59,1,10.0,10
8,60,1,10.0,10
8,61,1,10.02,12
8,62,1,10.0,10
8,63,1,10.0,10
8,64,1,10.0,10
8,65,1,10.0,10
8,66,1,10.0,10
8,67,1,10.0,10
8,68,1,10.0,10
8,69,1,10.0,10
8,70,1,10.0,10
8,71,1,10.0,10
8,72,1,10.0,10
8,73,1,10.01,11
8,74,1,10.0,10
8,75,1,10.0,10
8,76,1,10.01,11
8,77,1,10.0,10
8,78,1,10.0,10
8,79,1,10.0,10
8,80,1,10.0,10
8,81,1,10.01,11
8,82,1,10.0,10
8,83,1,10.01,11
8,84,1,10.0,10
8,85,1,10.0,10
8,86,1,10.0,10
8,87,1,10.0,10
8,88,1,10.0,10
8,89,1,10.0,10
8,90,1,10.0,10
8,91,1,10.0,10
8,92,1,10.0,10
8,93,1,10.0,10
8,94,1,10.0,10
8,95,1,10.0,10
8,96,1,10.0,10
8,97,1,10.0,10
8,98,1,10.0,10
8,99,1,10.0,10
9,0,1,6.37,9
9,1,1,7.85,9
9,2,1,8.52,9
9,3,1,8.77,10
9,4,1,9.04,10
9,5,1,9.51,10
9,6,1,9.71,10
9,7,1,9.83,10
9,8,1,9.93,10
9,9,1,9.92,10
9,10,1,9.97,10
9,11,1,10.0,10
9,12,1,10.0,10
9,13,1,10.0,10
9,14,1,10.0,10
9,15,1,10.0,10
9,16,1,10.01,11
9,17,1,10.0,10
9,18,1,10.0,10
9,19,1,10.0,10
9,20,1,10.0,10
9,21,1,10.0,10
9,22,1,10.65,75
9,23,1,10.0,10
9,24,1,10.0,10
9,25,1,10.0,10
9,26,1,10.0,10
9,27,1,10.0,10
9,28,1,10.0,10
9,29,1,10.0,10
9,30,1,10.0,10
9,31,1,10.0,10
9,32,1,10.0,10
9,33,1,10.0,10
9,34,1,10.0,10
9,35,1,10.0,10
9,36,1,10.0,10
9,37,1,10.01,11
9,38,1,10.0,10
9,39,1,11.01,111
9,40,1,10.0,10
9,41,1,10.0,10
9,42,1,10.01,11
9,43,1,10.0,10
9,44,1,10.0,10
9,45,1,10.0,10
9,46,1,10.0,10
9,47,1,10.0,10
9,48,1,10.0,10
9,49,1,10.0,10
9,50,1,10.0,10
9,51,1,10.0,10
9,52,1,10.0,10
9,53,1,10.0,10
9,54,1,10.0,10
9,55,1,10.8,89
9,56,1,10.54,11
9,57,1,10.81,11
9,58,1,10.91,11
9,59,1,10.91,11
9,60,1,10.94,11
9,61,1,10.99,11
9,62,1,10.99,11
9,63,1,11.0,11
9,64,1,11.0,11
9,65,1,11.0,11
9,66,1,11.0,11
9,67,1,11.0,11
9,68,1,11.28,39
9,69,1,11.0,11
9,70,1,11.0,11
9,71,1,11.0,11
9,72,1,11.0,11
9,73,1,11.0,11
9,74,1,11.0,11
9,75,1,11.0,11
9,76,1,11.0,11
9,77,1,11.0,11
9,78,1,11.0,11
9,79,1,11.0,11
9,80,1,11.0,11
9,81,1,11.0,11
9,82,1,11.0,11
9,83,1,11.0,11
9,84,1,11.0,11
9,85,1,11.0,11
9,86,1,11.0,11
9,87,1,11.0,11
9,88,1,11.0,11
9,89,1,11.0,11
9,90,1,11.0,11
9,91,1,11.0,11
9,92,1,11.0,11
9,93,1,11.0,11
9,94,1,11.0,11
9,95,1,11.0,11
9,96,1,11.0,11
9,97,1,11.0,11
9,98,1,11.0,11
9,99,1,11.0,11
